,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
74,74,1472393017482829825,9 new covid cases recorded in the NT. 7 of those from the Tennant Creek/Barkly area. Health Minister says an extension of lockdown is being considered - a decision will be made tomorrow. @9NewsDarwin,new covid cases recorded nt tennant creekbarkly area health minister says extension lockdown considered decision made tomorrow,-12.4381,130.8411,Northern Territory,2021-12-19 13:27:05,0,new covid area health minister extension considered decision made tomorrow,{'@9NewsDarwin'}
75,75,1472411966589136899,England captain Joe Root will not be on the field at the start of play today after being hit in the abdomen during throw downs in the warm-up before play. He’s currently being assessed by the England medical team @FoxCricket #Ashes,england captain joe root field sta play today hit abdomen throw downs warmup play hes currently assessed england medical team ashes,-34.9289,138.6011,South Australia,2021-12-19 14:42:23,1,captain joe root field play today hit abdomen throw play currently assessed medical team ashes,{'@FoxCricket'}
76,76,1472415470535917569,"@JamesMelville Look at countries where people got on board with the simple medical guidelines, showed some common sense and put social responsibility over what they ""feel"". It all works but in the UK (with a huge population of #COVIDIOTS) it doesn't. It's all about the people not the science!  https://t.co/RtYqA5Us6T",look countries people got board simple medical guidelines showed common sense put social responsibility feel works uk huge population covidiots doesnt people science,-34.9289,138.6011,South Australia,2021-12-19 14:56:18,0,look people got board simple medical common sense put social responsibility feel works huge population doesnt people science,{'@JamesMelville'}
77,77,1472459602306363393,"@pjhelliar @theprojecttv Peter i don't agree with a lot from the show but as a sufferer of depression and on a few occasions have looked in my medicine cabinet and at the blade of a knife, a big huge kudos on this. U have no idea how many people out there just say, ""stop it,"" or ""snap out of it.""",peter dont agree lot show sufferer depression occasions looked medicine cabinet blade knife big huge kudos u idea many people say stop snap,-34.9289,138.6011,South Australia,2021-12-19 17:51:40,0,peter dont agree lot show sufferer depression medicine cabinet blade knife big huge kudos u idea many people say stop snap,"{'@pjhelliar', '@theprojecttv'}"
78,78,1472471356847448065,@Jesi50188639 @NSWHealth Public health measures worked in Australia for two years. Two weeks of stupidity have undone it all.,public health measures worked australia two years two weeks stupidity undone,-16.9303,145.7703,Queensland,2021-12-19 18:38:23,0,public health worked two two stupidity undone,"{'@Jesi50188639', '@NSWHealth'}"
79,79,1472479683224616960,"@CreakyJointsAus Absolutely! To save you a bit of time, current ATAGI recommendations below. You don’t need a letter from your rheumatologist, at most just some evidence you are on the relevant medicines (incl box, script, or letter/GP summary).  Unfortunately COVID is here - let’s protect, asap!  https://t.co/SIO4dFTqE6",absolutely save bit time current atagi recommendations dont need letter rheumatologist evidence relevant medicines incl box script lettergp summary unfounately covid lets protect asap,-38.15,144.35,Victoria,2021-12-19 19:11:28,1,absolutely save bit time current dont need letter evidence relevant box script summary covid protect,{'@CreakyJointsAus'}
80,80,1472484937278242816,@MRobertsQLD Senator Let’s look. The club was attempting to get a “clarification”from a public health directive on Friday.I have Brisbane Roar tkts we were notified weeks ago we needed to have proof of vax.  Why would some 2 bit speedway in nowhereville think they would be an exception ?  https://t.co/THSrqed3XO,senator lets look club attempting get clarificationfrom public health directive fridayi brisbane roar tkts notified weeks ago needed proof vax would bit speedway nowhereville think would exception,-16.9303,145.7703,Queensland,2021-12-19 19:32:21,0,senator look club get public health directive roar notified ago proof would bit speedway think would exception,{'@MRobertsQLD'}
81,81,1472496661901365248,"@kateju9 @MinhKular The Medical Profession should be running this Country,THEY CARE!!",medical profession running countrythey care,-34.9289,138.6011,South Australia,2021-12-19 20:18:56,0,medical profession running care,"{'@kateju9', '@MinhKular'}"
82,82,1472502623123251200,Just posted a photo @ Rella's Strength &amp; Wellness Hub  https://t.co/16CetI9AVZ,posted photo rellas strength amp wellness hub,-36.75,144.2667,Victoria,2021-12-19 20:42:37,1,posted photo strength wellness hub,set()
83,83,1472516146347720706,"@i7337i @animegaming121 @g33kgurli Not the argument he was making, but, yes, condoms can have side effects - eg latex allergy.   When does a medicine cease being experimental?",argument making yes condoms side effects eg latex allergy medicine cease experimental,-16.9303,145.7703,Queensland,2021-12-19 21:36:21,0,argument making yes side effects latex allergy medicine cease experimental,"{'@g33kgurli', '@i7337i', '@animegaming121'}"
84,84,1472523799148986370,@Telstra @Telstra Maningrida without mobile connection since Thursday. Residents unable to use Basic Cards /ATM for food &amp; fuel or reach Health clinic for emergencies. Over 3-thousand residents going without due to @Telstra outage,maningrida without mobile connection since thursday residents unable use basic cards atm food amp fuel reach health clinic emergencies thousand residents going without due outage,-12.4381,130.8411,Northern Territory,2021-12-19 22:06:46,0,without mobile connection since unable use basic food fuel reach health clinic thousand going without due outage,{'@Telstra'}
85,85,1472523893034258436,"@i7337i @animegaming121 @g33kgurli It has been approved for normal use. I would be very surprised if the bottle says it's experimental or ever said that, and it's irrelevant. All medicines carry some risk.  The vaccine is less dangerous than COVID.   Deliberately getting infected is fucking stupid.",approved normal use would surprised bottle says experimental ever said irrelevant medicines carry risk vaccine less dangerous covid deliberately getting infected fucking stupid,-16.9303,145.7703,Queensland,2021-12-19 22:07:08,0,normal use would bottle experimental ever said irrelevant carry risk vaccine less dangerous covid deliberately getting infected stupid,"{'@g33kgurli', '@i7337i', '@animegaming121'}"
86,86,1472530882904743940,"@stephen46120926 Pretty sure all the commentators, the Aussie team and the English medical staff were all laughing too 🤷",pretty sure commentators aussie team english medical staff laughing,-34.9289,138.6011,South Australia,2021-12-19 22:34:55,1,pretty sure team medical staff laughing,{'@stephen46120926'}
87,87,1472683177047064576,"@MartinR80819393 @JamesMelville Remember social distancing, masks, and other lockdown restrictions right? A vaccine is just one part of the medical strategy. I feel like I'm trying to teach a chimp to make an omelette! Time to go back to your crayons and colouring book and let the adults look after things ay?  https://t.co/7n33Ufwp61",remember social distancing masks lockdown restrictions right vaccine one pa medical strategy feel like im trying teach chimp make omelette time go back crayons colouring book let adults look things ay,-34.9289,138.6011,South Australia,2021-12-20 08:40:05,0,remember social right vaccine one pa medical strategy feel like trying teach make omelette time go back book let look ay,"{'@MartinR80819393', '@JamesMelville'}"
88,88,1472687565840867329,"These days, we let elected officials let the experts speak to the medical science so politicians can make educated policies, echoing their expertise to the public so we can tell the difference between informed politicians and this guy... 👇👇 @VictorianCHO @DanielAndrewsMP  https://t.co/oXnUl84mdj",days let elected officials let expes speak medical science politicians make educated policies echoing expeise public tell difference informed politicians guy,-34.9289,138.6011,South Australia,2021-12-20 08:57:31,0,days let let speak medical science make educated public tell difference informed guy,"{'@VictorianCHO', '@DanielAndrewsMP'}"
89,89,1472688558854918145,"Mauve dye was first synthesised - accidentally - by William Henry Perkin in 1856. His process made purple a much easier and cheaper colour to wear, and led to many more discoveries in medicine and other fields as well as pigments. #history #fashionhistory  https://t.co/ZFcADbcxns",mauve dye first synthesised accidentally william henry perkin process made purple much easier cheaper colour wear led many discoveries medicine fields well pigments history fashionhistory,-38.15,144.35,Victoria,2021-12-20 09:01:28,0,mauve dye first accidentally henry perkin process made purple much easier colour wear led many medicine well history,set()
90,90,1472693298867302400,@tradrmum No medicine is tbh,medicine tbh,-32.9167,151.75,New South Wales,2021-12-20 09:20:18,0,medicine,{'@tradrmum'}
91,91,1472702120608485381,"@natyxjae ""waaah cherry flavour tastes like medicine!"" Umm not all of us could afford the fancy children's Panadol growing up Brenda 😡",waaah cherry flavour tastes like medicine umm us could afford fancy childrens panadol growing brenda,-38.15,144.35,Victoria,2021-12-20 09:55:21,0,cherry flavour like medicine us could afford fancy growing,{'@natyxjae'}
92,92,1472708871126806528,@im_fabulous_69 @GregHuntMP Have passed this question on to the Health Minister’s office and awaiting a reply. Merry Christmas and all the best for 2022 🙏🏼,passed question health ministers office awaiting reply merry christmas best,-12.4381,130.8411,Northern Territory,2021-12-20 10:22:11,1,question health office reply merry best,"{'@GregHuntMP', '@im_fabulous_69'}"
93,93,1472724577318932483,@PetraMeyer11 @YouAreLobbyLud This is about population health not personal wellness.,population health personal wellness,-36.75,144.2667,Victoria,2021-12-20 11:24:35,0,population health personal wellness,"{'@PetraMeyer11', '@YouAreLobbyLud'}"
94,94,1472729630918397952,@SamJanda @fictillius @sammons_vanessa Well Norman hasn't practised any medicine for 40 years so yes,well norman hasnt practised medicine years yes,-32.9167,151.75,New South Wales,2021-12-20 11:44:40,1,well medicine yes,"{'@fictillius', '@SamJanda', '@sammons_vanessa'}"
95,95,1472744491492601860,"@ItsBouquet He is obviously not talking to his friends in Britain, US or Europe!  I spoke to my sis last night who is a matron in a London hospital They’re understaffed cos of illness and increasing patients presenting with all sorts of ailments due to low screening and preventive medicine.",obviously talking friends britain us europe spoke sis last night matron london hospital theyre understaffed cos illness increasing patients presenting sos ailments due low screening preventive medicine,-38.15,144.35,Victoria,2021-12-20 12:43:43,0,obviously talking us spoke sis last night matron hospital theyre cos illness increasing due low screening preventive medicine,{'@ItsBouquet'}
